theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2027-04-11","T-006","The Sovereign AI Race","D23","Outage Intelligence & Emergency Response","D23.3","Cyber Incidents Targeting DC Infrastructure","PWR","The Sovereign AI Race: Outage Intelligence & Emergency Response","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Outage Intelligence & Emergency Response sector — tracking Cyber Incidents Targeting DC Infrastructure.","Established","Dedicated"
"2027-04-12","T-001","The Power Reckoning","D13","Community Relations","D13.3; D13.2","Local Permitting & Entitlement Strategy; Opposition Movements & Organized Groups","INC","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy and Opposition Movements & Organized Groups.","Established","Dedicated"
"2027-04-13","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","NET","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-04-14","T-002","The Thermal Reckoning","D10","Construction","D10.3","Modular & Prefabricated Delivery","COM","The Thermal Reckoning: Construction","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Construction sector — tracking Modular & Prefabricated Delivery.","Established","Whitespace"
"2027-04-15","T-004","The Capital Concentration","D6","New Entrants","D6.1","Neocloud Infrastructure","NET","The Capital Concentration: New Entrants","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the New Entrants sector — tracking Neocloud Infrastructure.","Established","Broad-only"
"2027-04-16","T-001","The Power Reckoning","D21","Insurance & Risk Markets","D21.4","Lender Insurance & Risk Transfer","LBR","The Power Reckoning: Insurance & Risk Markets","The grid wasn't built for this. Today The Power Reckoning turns to the Insurance & Risk Markets sector — tracking Lender Insurance & Risk Transfer.","Established","Dedicated"
"2027-04-17","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","COM","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
"2027-04-18","T-005","The Inference Economy","D4","M&A & Capital Markets","D4.6","GPU-Backed & Neocloud Financing","PWR","The Inference Economy: M&A & Capital Markets","Training built the factories. Inference fills them. Today The Inference Economy turns to the M&A & Capital Markets sector — tracking GPU-Backed & Neocloud Financing.","Established","Whitespace"
"2027-04-19","T-006","The Sovereign AI Race","D1","Chips & Density","D1.6","Chip Allocation & Supply Politics","REG","The Sovereign AI Race: Chips & Density","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Chips & Density sector — tracking Chip Allocation & Supply Politics.","Established","Broad-only"
"2027-04-20","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3","Utility Rate Cases & PUC Proceedings","ENV","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings.","Established","Broad-only"
"2027-04-21","T-002","The Thermal Reckoning","D12","Networking & Interconnect","D12.5","Optical Transceivers & Co-Packaged Optics","RSC","The Thermal Reckoning: Networking & Interconnect","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Networking & Interconnect sector — tracking Optical Transceivers & Co-Packaged Optics.","Established","Dedicated"
"2027-04-22","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","PWR","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-04-23","T-001","The Power Reckoning","D20","Facility IT & Operational Technology","D20.1; D20.2","Building Management Systems & HVAC Control; Facility DCIM & Digital Twin","REG","The Power Reckoning: Facility IT & Operational Technology","The grid wasn't built for this. Today The Power Reckoning turns to the Facility IT & Operational Technology sector — tracking Building Management Systems & HVAC Control and Facility DCIM & Digital Twin.","Established","Dedicated"
"2027-04-24","T-003","The Consent Crisis","D22","Industry Media & Analyst Coverage","D22.4","Industry Analysts","PWR","The Consent Crisis: Industry Media & Analyst Coverage","Communities are the new permitting authority. Today The Consent Crisis turns to the Industry Media & Analyst Coverage sector — tracking Industry Analysts.","Established","Dedicated"
"2027-04-25","T-004","The Capital Concentration","D14","Real Estate & Site Selection","D14.2; D14.3","Primary Market Intelligence (NA Tier 1); Emerging & Second-Tier Markets","PWR","The Capital Concentration: Real Estate & Site Selection","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Real Estate & Site Selection sector — tracking Primary Market Intelligence (NA Tier 1) and Emerging & Second-Tier Markets.","Established","Dedicated"
"2027-04-26","T-006","The Sovereign AI Race","D5","Hyperscaler Activity","D5.4","Capacity Geography & Region Expansion","LBR","The Sovereign AI Race: Hyperscaler Activity","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Hyperscaler Activity sector — tracking Capacity Geography & Region Expansion.","Established","Whitespace"
"2027-04-27","T-007","The New Energy Stack","D2","Power Architecture","D2.8","Grid-Interactive Load & Demand Response","PWR","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Grid-Interactive Load & Demand Response.","Established","Dedicated"
"2027-04-28","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","NET","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-04-29","T-003","The Consent Crisis","D7","Cooling & Water Technology","D7.3","Water Use & Waterless Cooling Strategies","LBR","The Consent Crisis: Cooling & Water Technology","Communities are the new permitting authority. Today The Consent Crisis turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies.","Established","Whitespace"
"2027-04-30","T-002","The Thermal Reckoning","D11","Sustainability","D11.4; D11.3","Heat Recovery & Circular DC; Water Stewardship & Rights","COM","The Thermal Reckoning: Sustainability","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Sustainability sector — tracking Heat Recovery & Circular DC and Water Stewardship & Rights.","Established","Dedicated"
"2027-05-01","T-006","The Sovereign AI Race","D21","Insurance & Risk Markets","D21.2","Cyber Insurance & Tech E&O","PWR","The Sovereign AI Race: Insurance & Risk Markets","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-05-02","T-005","The Inference Economy","D4","M&A & Capital Markets","D4.6","GPU-Backed & Neocloud Financing","INC","The Inference Economy: M&A & Capital Markets","Training built the factories. Inference fills them. Today The Inference Economy turns to the M&A & Capital Markets sector — tracking GPU-Backed & Neocloud Financing.","Established","Whitespace"
"2027-05-03","T-004","The Capital Concentration","D6","New Entrants","D6.1","Neocloud Infrastructure","RSC","The Capital Concentration: New Entrants","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the New Entrants sector — tracking Neocloud Infrastructure.","Established","Broad-only"
"2027-05-04","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3; D3.4; D3.5","Utility Rate Cases & PUC Proceedings; Transmission Buildout & FERC Policy; Large-Load Tariff Design & Co-Location Rules","NET","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings, Transmission Buildout & FERC Policy and Large-Load Tariff Design & Co-Location Rules.","Established","Broad-only"
"2027-05-05","T-006","The Sovereign AI Race","D23","Outage Intelligence & Emergency Response","D23.3","Cyber Incidents Targeting DC Infrastructure","RSC","The Sovereign AI Race: Outage Intelligence & Emergency Response","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Outage Intelligence & Emergency Response sector — tracking Cyber Incidents Targeting DC Infrastructure.","Established","Dedicated"
"2027-05-06","T-001","The Power Reckoning","D12","Networking & Interconnect","D12.1","Long-Haul & Dark Fiber Leasing","COM","The Power Reckoning: Networking & Interconnect","The grid wasn't built for this. Today The Power Reckoning turns to the Networking & Interconnect sector — tracking Long-Haul & Dark Fiber Leasing.","Established","Dedicated"
"2027-05-07","T-002","The Thermal Reckoning","D1","Chips & Density","D1.8; D1.4; D1.2","Advanced Packaging & Substrate Capacity; Memory (HBM & Next-Gen); Rack & Power Density Progression","COM","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Advanced Packaging & Substrate Capacity, Memory (HBM & Next-Gen) and Rack & Power Density Progression.","Established","Dedicated"
"2027-05-08","T-004","The Capital Concentration","D17","Workforce & Labor Markets","D17.2; D17.1; D17.3","Operations & Technical Workforce; Construction & Skilled Trades Labor; Immigration, Policy & Regional Labor Competition","REG","The Capital Concentration: Workforce & Labor Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Workforce & Labor Markets sector — tracking Operations & Technical Workforce, Construction & Skilled Trades Labor and Immigration, Policy & Regional Labor Competition.","Established","Dedicated"
"2027-05-09","T-003","The Consent Crisis","D13","Community Relations","D13.3; D13.2; D13.1","Local Permitting & Entitlement Strategy; Opposition Movements & Organized Groups; Community Benefits & Host Agreements","NET","The Consent Crisis: Community Relations","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy, Opposition Movements & Organized Groups and Community Benefits & Host Agreements.","Established","Dedicated"
"2027-05-10","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","INC","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-05-11","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","NET","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-05-12","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.1; D22.2","U.S. Media Coverage; EU Media Coverage","LBR","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage and EU Media Coverage.","Established","Dedicated"
"2027-05-13","T-002","The Thermal Reckoning","D10","Construction","D10.3","Modular & Prefabricated Delivery","ENV","The Thermal Reckoning: Construction","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Construction sector — tracking Modular & Prefabricated Delivery.","Established","Whitespace"
"2027-05-14","T-001","The Power Reckoning","D14","Real Estate & Site Selection","D14.5; D14.3; D14.2","Land Pricing & Acquisition; Emerging & Second-Tier Markets; Primary Market Intelligence (NA Tier 1)","REG","The Power Reckoning: Real Estate & Site Selection","The grid wasn't built for this. Today The Power Reckoning turns to the Real Estate & Site Selection sector — tracking Land Pricing & Acquisition, Emerging & Second-Tier Markets and Primary Market Intelligence (NA Tier 1).","Established","Dedicated"
"2027-05-15","T-005","The Inference Economy","D9","Orchestration Intelligence & Control Plane","D9.1; D9.4","AI Factory Orchestration & DCIM; Power-Aware & Grid-Responsive Workload Orchestration","RSC","The Inference Economy: Orchestration Intelligence & Control Plane","Training built the factories. Inference fills them. Today The Inference Economy turns to the Orchestration Intelligence & Control Plane sector — tracking AI Factory Orchestration & DCIM and Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-05-16","T-003","The Consent Crisis","D7","Cooling & Water Technology","D7.3","Water Use & Waterless Cooling Strategies","COM","The Consent Crisis: Cooling & Water Technology","Communities are the new permitting authority. Today The Consent Crisis turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies.","Established","Whitespace"
"2027-05-17","T-004","The Capital Concentration","D8","People & Signals","D8.1; D8.5","Executive Movement & C-Suite Intelligence; Earnings-Call & Investor-Day Signal Extraction","WTR","The Capital Concentration: People & Signals","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the People & Signals sector — tracking Executive Movement & C-Suite Intelligence and Earnings-Call & Investor-Day Signal Extraction.","Established","Dedicated"
"2027-05-18","T-001","The Power Reckoning","D20","Facility IT & Operational Technology","D20.2; D20.1","Facility DCIM & Digital Twin; Building Management Systems & HVAC Control","NET","The Power Reckoning: Facility IT & Operational Technology","The grid wasn't built for this. Today The Power Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin and Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-05-19","T-007","The New Energy Stack","D11","Sustainability","D11.3; D11.4; D11.5","Water Stewardship & Rights; Heat Recovery & Circular DC; Sustainability Regulation & Disclosure","NET","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Water Stewardship & Rights, Heat Recovery & Circular DC and Sustainability Regulation & Disclosure.","Established","Dedicated"
"2027-05-20","T-002","The Thermal Reckoning","D2","Power Architecture","D2.10","Solid-State Transformers & Advanced Power Conversion","LBR","The Thermal Reckoning: Power Architecture","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion.","Established","Dedicated"
"2027-05-21","T-005","The Inference Economy","D1","Chips & Density","D1.8; D1.7","Advanced Packaging & Substrate Capacity; Hyperscaler-Class Silicon & Custom Accelerators","RSC","The Inference Economy: Chips & Density","Training built the factories. Inference fills them. Today The Inference Economy turns to the Chips & Density sector — tracking Advanced Packaging & Substrate Capacity and Hyperscaler-Class Silicon & Custom Accelerators.","Established","Dedicated"
"2027-05-22","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.3; D18.2; D18.1","Reputational & Political Risk Register; Regulatory & Permitting Denial Tracking; Project Opposition Register","COM","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Reputational & Political Risk Register, Regulatory & Permitting Denial Tracking and Project Opposition Register.","Established","Dedicated"
"2027-05-23","T-006","The Sovereign AI Race","D21","Insurance & Risk Markets","D21.2","Cyber Insurance & Tech E&O","WTR","The Sovereign AI Race: Insurance & Risk Markets","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-05-24","T-004","The Capital Concentration","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","RSC","The Capital Concentration: Sovereign AI & Geopolitics","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-05-25","T-005","The Inference Economy","D5","Hyperscaler Activity","D5.2","Hyperscaler Custom Silicon Strategy","COM","The Inference Economy: Hyperscaler Activity","Training built the factories. Inference fills them. Today The Inference Economy turns to the Hyperscaler Activity sector — tracking Hyperscaler Custom Silicon Strategy.","Established","Broad-only"
"2027-05-26","T-002","The Thermal Reckoning","D22","Industry Media & Analyst Coverage","D22.1; D22.4","U.S. Media Coverage; Industry Analysts","REG","The Thermal Reckoning: Industry Media & Analyst Coverage","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage and Industry Analysts.","Established","Dedicated"
"2027-05-27","T-006","The Sovereign AI Race","D6","New Entrants","D6.2","Sovereign AI Programs & National Compute","NET","The Sovereign AI Race: New Entrants","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the New Entrants sector — tracking Sovereign AI Programs & National Compute.","Established","Broad-only"
"2027-05-28","T-004","The Capital Concentration","D4","M&A & Capital Markets","D4.2; D4.4","DC REIT Performance & Valuation; Integrated Infrastructure Vendor M&A","REG","The Capital Concentration: M&A & Capital Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the M&A & Capital Markets sector — tracking DC REIT Performance & Valuation and Integrated Infrastructure Vendor M&A.","Established","Broad-only"
"2027-05-29","T-001","The Power Reckoning","D13","Community Relations","D13.1","Community Benefits & Host Agreements","LBR","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Community Benefits & Host Agreements.","Established","Dedicated"
"2027-05-30","T-003","The Consent Crisis","D19","Tax, Incentives & Fiscal Policy","D19.4; D19.1","Tax Incentive Backlash & Clawback; State & Local Tax Incentives","RSC","The Consent Crisis: Tax, Incentives & Fiscal Policy","Communities are the new permitting authority. Today The Consent Crisis turns to the Tax, Incentives & Fiscal Policy sector — tracking Tax Incentive Backlash & Clawback and State & Local Tax Incentives.","Established","Dedicated"
"2027-05-31","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","ENV","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-06-01","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.1","Building Management Systems & HVAC Control","PWR","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-06-02","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.2","OT / ICS / SCADA Cybersecurity","WTR","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking OT / ICS / SCADA Cybersecurity.","Established","Dedicated"
"2027-06-03","T-001","The Power Reckoning","D12","Networking & Interconnect","D12.1","Long-Haul & Dark Fiber Leasing","LBR","The Power Reckoning: Networking & Interconnect","The grid wasn't built for this. Today The Power Reckoning turns to the Networking & Interconnect sector — tracking Long-Haul & Dark Fiber Leasing.","Established","Dedicated"
"2027-06-04","T-007","The New Energy Stack","D2","Power Architecture","D2.7; D2.5","Renewables, Storage & PPAs for DC Power; Nuclear & SMR Offtake","INC","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Renewables, Storage & PPAs for DC Power and Nuclear & SMR Offtake.","Established","Dedicated"
"2027-06-05","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","RSC","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
"2027-06-06","T-005","The Inference Economy","D23","Outage Intelligence & Emergency Response","D23.1","Major Outage Postmortems","PWR","The Inference Economy: Outage Intelligence & Emergency Response","Training built the factories. Inference fills them. Today The Inference Economy turns to the Outage Intelligence & Emergency Response sector — tracking Major Outage Postmortems.","Established","Dedicated"
"2027-06-07","T-004","The Capital Concentration","D10","Construction","D10.4","Project Delivery & Schedule Intelligence","LBR","The Capital Concentration: Construction","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Construction sector — tracking Project Delivery & Schedule Intelligence.","Established","Dedicated"
"2027-06-08","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3","Utility Rate Cases & PUC Proceedings","COM","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings.","Established","Broad-only"
"2027-06-09","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.3; D7.4; D7.1","Water Use & Waterless Cooling Strategies; Thermal Components & Coolant Supply Chain; Direct-to-Chip Liquid Cooling (DLC)","INC","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies, Thermal Components & Coolant Supply Chain and Direct-to-Chip Liquid Cooling (DLC).","Established","Whitespace"
"2027-06-10","T-005","The Inference Economy","D9","Orchestration Intelligence & Control Plane","D9.4; D9.3; D9.2","Power-Aware & Grid-Responsive Workload Orchestration; Inference Serving & Model-Routing Infrastructure; GPU Utilization & Compute Scheduling Economics","INC","The Inference Economy: Orchestration Intelligence & Control Plane","Training built the factories. Inference fills them. Today The Inference Economy turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration, Inference Serving & Model-Routing Infrastructure and GPU Utilization & Compute Scheduling Economics.","Established","Whitespace"
"2027-06-11","T-003","The Consent Crisis","D11","Sustainability","D11.5; D11.3; D11.6","Sustainability Regulation & Disclosure; Water Stewardship & Rights; Embodied Carbon & Materials","PWR","The Consent Crisis: Sustainability","Communities are the new permitting authority. Today The Consent Crisis turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure, Water Stewardship & Rights and Embodied Carbon & Materials.","Established","Dedicated"
"2027-06-12","T-004","The Capital Concentration","D14","Real Estate & Site Selection","D14.4; D14.3; D14.2","International Markets; Emerging & Second-Tier Markets; Primary Market Intelligence (NA Tier 1)","RSC","The Capital Concentration: Real Estate & Site Selection","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Real Estate & Site Selection sector — tracking International Markets, Emerging & Second-Tier Markets and Primary Market Intelligence (NA Tier 1).","Established","Dedicated"
"2027-06-13","T-001","The Power Reckoning","D13","Community Relations","D13.3; D13.1; D13.2","Local Permitting & Entitlement Strategy; Community Benefits & Host Agreements; Opposition Movements & Organized Groups","ENV","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy, Community Benefits & Host Agreements and Opposition Movements & Organized Groups.","Established","Dedicated"
"2027-06-14","T-006","The Sovereign AI Race","D22","Industry Media & Analyst Coverage","D22.3; D22.2","APAC / LATAM / MENA Media Coverage; EU Media Coverage","ENV","The Sovereign AI Race: Industry Media & Analyst Coverage","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Industry Media & Analyst Coverage sector — tracking APAC / LATAM / MENA Media Coverage and EU Media Coverage.","Established","Dedicated"
"2027-06-15","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.1","Project Opposition Register","NET","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Project Opposition Register.","Established","Dedicated"
"2027-06-16","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1","Big 5 Capex & Campus Announcements","ENV","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements.","Established","Broad-only"
"2027-06-17","T-002","The Thermal Reckoning","D1","Chips & Density","D1.4; D1.8","Memory (HBM & Next-Gen); Advanced Packaging & Substrate Capacity","RSC","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Memory (HBM & Next-Gen) and Advanced Packaging & Substrate Capacity.","Established","Dedicated"
"2027-06-18","T-001","The Power Reckoning","D21","Insurance & Risk Markets","D21.1; D21.4","DC Property & Casualty Insurance; Lender Insurance & Risk Transfer","RSC","The Power Reckoning: Insurance & Risk Markets","The grid wasn't built for this. Today The Power Reckoning turns to the Insurance & Risk Markets sector — tracking DC Property & Casualty Insurance and Lender Insurance & Risk Transfer.","Established","Dedicated"
"2027-06-19","T-007","The New Energy Stack","D2","Power Architecture","D2.7; D2.10","Renewables, Storage & PPAs for DC Power; Solid-State Transformers & Advanced Power Conversion","WTR","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Renewables, Storage & PPAs for DC Power and Solid-State Transformers & Advanced Power Conversion.","Established","Dedicated"
"2027-06-20","T-005","The Inference Economy","D23","Outage Intelligence & Emergency Response","D23.1","Major Outage Postmortems","INC","The Inference Economy: Outage Intelligence & Emergency Response","Training built the factories. Inference fills them. Today The Inference Economy turns to the Outage Intelligence & Emergency Response sector — tracking Major Outage Postmortems.","Established","Dedicated"
"2027-06-21","T-006","The Sovereign AI Race","D6","New Entrants","D6.2","Sovereign AI Programs & National Compute","INC","The Sovereign AI Race: New Entrants","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the New Entrants sector — tracking Sovereign AI Programs & National Compute.","Established","Broad-only"
"2027-06-22","T-004","The Capital Concentration","D8","People & Signals","D8.1; D8.2; D8.3","Executive Movement & C-Suite Intelligence; Conference Intelligence & Speaking Circuit; Talent Flows & Specialized Hiring Signals","NET","The Capital Concentration: People & Signals","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the People & Signals sector — tracking Executive Movement & C-Suite Intelligence, Conference Intelligence & Speaking Circuit and Talent Flows & Specialized Hiring Signals.","Established","Dedicated"
"2027-06-23","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","REG","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
"2027-06-24","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3; D3.4; D3.5","Utility Rate Cases & PUC Proceedings; Transmission Buildout & FERC Policy; Large-Load Tariff Design & Co-Location Rules","LBR","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings, Transmission Buildout & FERC Policy and Large-Load Tariff Design & Co-Location Rules.","Established","Broad-only"
"2027-06-25","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.3; D16.2","Physical Security & Access Control; OT / ICS / SCADA Cybersecurity","INC","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking Physical Security & Access Control and OT / ICS / SCADA Cybersecurity.","Established","Dedicated"
"2027-06-26","T-005","The Inference Economy","D12","Networking & Interconnect","D12.5; D12.3; D12.2","Optical Transceivers & Co-Packaged Optics; AI Back-End Fabric & Interconnect; Subsea Cable Systems","ENV","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking Optical Transceivers & Co-Packaged Optics, AI Back-End Fabric & Interconnect and Subsea Cable Systems.","Established","Dedicated"
"2027-06-27","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","COM","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-06-28","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.4; D7.2","Thermal Components & Coolant Supply Chain; Immersion Cooling","ENV","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Thermal Components & Coolant Supply Chain and Immersion Cooling.","Established","Whitespace"
"2027-06-29","T-006","The Sovereign AI Race","D14","Real Estate & Site Selection","D14.4","International Markets","RSC","The Sovereign AI Race: Real Estate & Site Selection","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Real Estate & Site Selection sector — tracking International Markets.","Established","Dedicated"
